# YTID, start_seconds, end_seconds, positive_labels
BtAhd1y-41o,30.0,40.0," ""/m/01d380;/m/07k1x;/m/083vt;/m/0_ksk"""
BtN6AvD1FyA,150.0,160.0," ""/m/032s66;/m/073cg4"""
BtkN3c-m4rE,30.0,40.0," ""/m/01h82_"""
Btm23PFGVU8,100.0,110.0," ""/m/02mk9;/t/dd00065"""
BtwvdgECX10,0.0,10.0," ""/m/03qtwd;/m/053hz1;/t/dd00135"""
BuLU4VDdQ58,30.0,40.0," ""/m/07rbp7_"""
BuNveW_MZKU,50.0,60.0," ""/m/07s04w4"""
BubXcUKhWp4,20.0,30.0," ""/m/01x3z"""
BupCr-FQmhY,20.0,30.0," ""/m/0239kh"""
BurGML_ZqSA,100.0,110.0," ""/m/0395lw;/m/03wwcy;/m/07r67yg"""
Bv-4b3D-8mQ,50.0,60.0," ""/m/07rdhzs;/m/07ryjzk"""
BvrIrEnRKlI,90.0,100.0," ""/m/06hps"""
Bvxvfq5GUI4,80.0,90.0," ""/m/07pp_mv"""
Bwy3Cs7vZT4,30.0,40.0," ""/m/01z7dr"""
Bx2Dpr7sY1A,30.0,40.0," ""/m/0j6m2"""
Bx3nzrmGXhw,11.1,21.1," ""/m/07kc_"""
By8_wPVT4zg,190.0,200.0," ""/m/019jd;/m/034srq;/m/03m9d0z;/m/05kq4;/m/06q74"""
ByKfUSm67K4,14.0,24.0," ""/m/07qjznl"""
ByNnZshszLM,240.0,250.0," ""/m/0j2kx"""
ByyfqHXwOjo,40.0,50.0," ""/m/03qtwd;/m/04gy_2"""
Bz-TAUdigNg,0.0,4.0," ""/m/0dv5r;/t/dd00125"""
Bz0dOmVS0KY,200.0,210.0," ""/m/07p9k1k;/m/07ptfmf;/m/0dxrf"""
BzI6PnwP1EI,80.0,90.0," ""/m/0j2kx"""
BzQzsbns0wk,30.0,40.0," ""/m/01h3n;/m/03vt0;/m/09xqv;/m/0h2mp"""
BzXMUYd-v9k,30.0,40.0," ""/m/03k3r;/m/07q5rw0;/m/07rv9rh;/m/0jbk"""
C-7ubPOCeJk,240.0,250.0," ""/m/015lz1;/m/02x8m"""
C-maOauMFZU,1.0,11.0," ""/m/015p6;/m/020bb7;/m/025rv6n;/m/07pggtn;/m/07qwf61;/m/0dbvp"""
C08wtF9ePHk,440.0,450.0," ""/m/023pjk;/m/04brg2"""
C0C4BbUMkOY,30.0,40.0," ""/m/07rgkc5"""
C0HtFvZC5W8,80.0,90.0," ""/m/018w8"""
C0dNM6u1Opg,0.0,10.0," ""/m/07szfh9"""
C1O7V0jiiNw,290.0,300.0," ""/m/07yv9;/m/0k4j;/t/dd00129;/t/dd00130"""
C1SqNwR-SFA,450.0,460.0," ""/m/0261r1"""
C1Ua4UFsmzE,30.0,40.0," ""/m/07st88b;/m/09ld4"""
C1b8yTNmMbI,200.0,210.0," ""/m/0195fx;/m/01g50p;/m/06d_3;/m/07jdr"""
C27eNiXJAHg,30.0,40.0," ""/m/07s0dtb"""
C2Ccv6reRU8,0.0,10.0," ""/m/03lty"""
C2gkVodtiCs,60.0,70.0," ""/m/019jd;/m/034srq;/m/05kq4;/m/06q74"""
C3c7LnaN2AE,110.0,120.0," ""/m/025rv6n;/m/07qwf61;/m/0dbvp"""
C4MIXvkfQ8I,30.0,40.0," ""/m/01sm1g;/m/0l14md"""
C4MeKaeaPcU,30.0,40.0," ""/m/013y1f;/m/01s0ps;/m/03xq_f;/m/05148p4;/m/05r5c"""
C4XXm2vgpe8,30.0,40.0," ""/m/0mbct"""
C4amboojHTQ,110.0,120.0," ""/m/07kc_"""
C5Zs-Lb2rIM,90.0,100.0," ""/m/01hgjl"""
C5g9bxn3ZK8,160.0,170.0," ""/m/025wky1"""
C6FBuP5P9Mo,40.0,50.0," ""/m/07bjf;/m/0dv5r"""
C6hw9F5BWMI,120.0,130.0," ""/m/02z32qm"""
C6mBMAxT70c,12.0,22.0," ""/t/dd00067"""
C6ws4MxOH2Y,220.0,230.0," ""/m/01kcd;/m/06ncr;/m/085jw"""
C7ipCdLK60M,80.0,90.0," ""/m/0mbct"""
C8ObS1VYVI4,30.0,40.0," ""/m/01b82r"""
C8WCeSEj_kE,40.0,50.0," ""/m/0dq0md"""
C9BTCVxSHR8,30.0,40.0," ""/m/07hvw1"""
C9K93AUFuvk,0.0,10.0," ""/m/07pp_mv"""
C9SbW7DnSho,50.0,60.0," ""/m/02_41"""
C9_BUR8rGtE,30.0,40.0," ""/m/02dgv;/m/02y_763"""
C9e2k030QcY,30.0,40.0," ""/m/03q5t;/m/05148p4"""
CA-ImQKosT0,190.0,200.0," ""/m/015lz1;/m/05lls"""
CAgSzHkGzwQ,30.0,40.0," ""/t/dd00067"""
CB1eSoXpwfk,0.0,6.0," ""/m/01s0vc"""
CB4c5mc0RkA,240.0,250.0," ""/m/06hck5"""
CBX4Kl8ibRM,30.0,40.0," ""/m/01h82_;/m/01jwx6"""
CCFYOw8keiI,100.0,110.0," ""/m/085jw;/m/0l14l2"""
CCH75UCDwJY,30.0,40.0," ""/m/0hdsk"""
CCHdI7-sRiA,30.0,40.0," ""/m/07swgks"""
CCcpSFCqtiw,520.0,530.0," ""/m/01g50p;/m/06d_3;/m/07jdr;/m/07rwm0c;/t/dd00048"""
CD_479dAS8A,90.0,100.0," ""/m/04_sv;/m/07s34ls;/m/07yv9"""
CDbjqygOlhI,30.0,40.0," ""/m/01glhc"""
CDoALPqpFUo,110.0,120.0," ""/m/07qcx4z"""
CEeRIEDm8dI,200.0,210.0," ""/m/0dl83"""
CEfOX4fYlsY,20.0,30.0," ""/m/05_wcq"""
CEmbZUIXmO0,130.0,140.0," ""/m/015lz1;/m/0342h;/m/07brj"""
CEoD4q2RmT8,30.0,40.0," ""/m/019jd;/m/02rlv9"""
CF1Po5SbSQM,450.0,460.0," ""/m/07qh7jl;/t/dd00077"""
CFLiUsZvjqw,30.0,40.0," ""/m/06mb1;/m/07r10fb"""
CFUB2_5zHzg,30.0,40.0," ""/m/01b82r;/m/07k1x;/m/07pdjhy;/m/083vt;/m/0_ksk"""
CFgNAjfwmvw,6.0,16.0," ""/m/046dlr"""
CFqGzYvwdX4,160.0,170.0," ""/m/07k1x;/t/dd00088"""
CFqHnp9pJxU,110.0,120.0," ""/m/01xq0k1;/m/07rpkh9;/m/0ch8v"""
CGLPgBo2_Os,440.0,450.0," ""/m/02x984l"""
CGqeMWwwgYU,24.0,34.0," ""/m/07qz6j3"""
CH0-d1udXWY,50.0,60.0," ""/m/0cj0r"""
CHBhh3ASk5Q,30.0,40.0," ""/m/03j1ly;/m/03kmc9;/m/04qvtq"""
CHSeESjxHDs,30.0,40.0," ""/m/04229;/m/07yv9;/m/0k5j"""
CH_F-rBgN8M,40.0,50.0," ""/m/03qtwd;/m/04gy_2"""
CJ0kz4TA8eE,30.0,40.0," ""/m/02yds9"""
CJ6T6iGgQCI,30.0,40.0," ""/m/023pjk;/m/04brg2"""
CJ9FjsZRsME,140.0,150.0," ""/m/01280g;/m/068zj;/m/0jbk"""
CJY1jAEp3oQ,120.0,130.0," ""/m/03wvsk"""
CJkSwnfNQeA,30.0,40.0," ""/m/0fx9l"""
CJkXDm0vIpU,100.0,110.0," ""/m/07pyf11;/m/07r04;/m/07yv9"""
CKhCVFaGMF0,20.0,30.0," ""/m/085jw;/m/0l14l2"""
CL9m1ci5q6o,30.0,40.0," ""/m/012n7d;/m/03j1ly;/m/03kmc9"""
CLCJ7M3-bHU,20.0,30.0," ""/m/07r5v4s;/m/0ytgt"""
CLKXmp93nlc,30.0,40.0," ""/m/025rv6n;/m/07qwf61;/m/0dbvp"""
CLgzTSgUu5U,70.0,80.0," ""/m/03w41f"""
CM-zqUneSKQ,50.0,60.0," ""/m/025wky1"""
CMBAs27Sn1w,40.0,50.0," ""/m/068zj;/m/0bt9lr;/m/0jbk"""
CMRrjs0HJ44,330.0,340.0," ""/m/02l6bg;/m/07yv9;/m/0k5j"""
CMlNjekrpmg,0.0,10.0," ""/m/01xq0k1;/m/07rpkh9;/m/0ch8v"""
CMpfRTWVvWE,50.0,60.0," ""/m/0150b9"""
CMsVGRaDvHM,0.0,10.0," ""/m/025rv6n;/m/07qn5dc;/m/07st89h;/m/09b5t"""
CNCie2yESE0,370.0,380.0," ""/m/05_wcq"""
CNETKbKHhwc,0.0,5.0," ""/m/014zdl"""
CNOv30jkKSU,30.0,40.0," ""/m/012f08;/m/07q2z82;/m/07yv9;/m/0k4j"""
CNURVtAOhRE,30.0,40.0," ""/m/032s66;/m/0_1c"""
CNkb_FSWIxE,30.0,40.0," ""/m/07qjznl;/m/07qjznt"""
CO6xHhPUbr0,30.0,40.0," ""/m/06bxc"""
COCKTV6WlHk,30.0,40.0," ""/m/07r_k2n"""
CODED-olxjw,160.0,170.0," ""/m/0326g"""
CONgGb-D4Iw,30.0,40.0," ""/m/01z5f;/m/068hy;/m/0bt9lr;/m/0jbk"""
COe52lCaNPk,30.0,40.0," ""/m/032s66;/m/0_1c"""
CPYmDhj5vRw,510.0,520.0," ""/t/dd00006;/t/dd00125"""
CP_Otoy4hhA,150.0,160.0," ""/m/046dlr"""
CRHEuoCnI74,30.0,40.0," ""/m/01kcd;/m/06ncr;/m/085jw"""
CRUd8kY3L70,10.0,20.0," ""/m/03qjg;/m/085jw"""
CRlfJU17byA,30.0,40.0," ""/m/07r_80w;/m/09d5_"""
CRmOXocqKRo,0.0,10.0," ""/m/07qwyj0;/m/0jb2l;/m/0ngt1"""
CRnZU1EPJKo,230.0,240.0," ""/m/01m4t"""
CRpwWxdKWis,20.0,30.0," ""/m/07szfh9"""
CT1RIngdLQI,30.0,40.0," ""/m/03j1ly;/m/03kmc9;/m/04qvtq"""
CT6AQ9fhe4s,80.0,90.0," ""/m/013y1f;/m/03xq_f"""
CT6FTKRFAa0,470.0,480.0," ""/m/03cczk;/t/dd00125"""
CTBFPn_S5u0,30.0,40.0," ""/m/01z5f;/m/05tny_;/m/068hy;/m/07pyy8b;/m/07rc7d9;/m/0bt9lr;/m/0jbk"""
CTXdsjN9yDs,160.0,170.0," ""/m/03p19w;/m/07yv9"""
CTdXw23Ksv8,10.0,20.0," ""/m/015lz1;/m/01lyv"""
CUK5iAqPa8g,80.0,90.0," ""/m/023vsd;/m/07pdjhy;/m/083vt"""
CUYyGU_I-S8,150.0,160.0," ""/m/01w250"""
CVBCHb30GsM,30.0,40.0," ""/m/030rvx"""
CVTWnEdvCAY,3.0,13.0," ""/m/0mbct"""
CVbd86Xi1a0,30.0,40.0," ""/m/01jg02;/m/01jg1z"""
CW2U8IGzuO4,220.0,230.0," ""/m/0mbct"""
CWvOZyY0CTg,110.0,120.0," ""/m/02qmj0d"""
CX0N1ZASnhc,10.0,20.0," ""/m/07pxg6y"""
CXFCW_AHFCk,30.0,40.0," ""/m/06mb1;/m/0jb2l;/m/0ngt1"""
CXv1Z7f4_iU,220.0,230.0," ""/m/07p9k1k;/m/07ptfmf"""
CYZZIkEw_jY,30.0,40.0," ""/m/026t6;/m/02k_mr;/m/03t3fj;/m/06rvn;/m/0bm02;/m/0l14md"""
CYc-H8Wg-MQ,30.0,40.0," ""/m/02mk9;/m/07pb8fc;/m/07q2z82;/m/07yv9;/t/dd00067"""
CYn0BPhowYs,50.0,60.0," ""/m/07r4gkf"""
CYuYfvQv4eo,30.0,40.0," ""/m/01kcd;/m/06ncr"""
CZ9d_gTXmUM,70.0,80.0," ""/m/02bm9n;/m/05zc1;/m/0l7xg;/t/dd00077"""
CZc9MZIxSSc,30.0,40.0," ""/m/07rbp7_"""
CZmiS6QsfJU,220.0,230.0," ""/m/0939n_"""
CZysUOZ1B7M,50.0,60.0," ""/m/0261r1;/m/0ytgt"""
C_Ff9n9UV3s,160.0,170.0," ""/m/0dl83"""
C_Jr3E35-mA,30.0,40.0," ""/m/05rj2"""
C_mHhn4eT10,30.0,40.0," ""/m/01j3sz;/m/07r660_;/m/07rgt08;/m/07sq110;/m/0ytgt"""
Ca3amArj99E,50.0,60.0," ""/m/0l156k"""
CaJ7I3YAAPo,520.0,530.0," ""/m/0b9m1"""
CaM7y-OFy1I,50.0,60.0," ""/m/0ln16"""
CaiAjixpKiM,40.0,50.0," ""/m/019jd;/m/06q74"""
CanF614bJc8,330.0,340.0," ""/m/027m70_"""
CbJwYw2vLIg,60.0,70.0," ""/m/07pqc89;/m/0838f"""
Cc-W1gbe--U,30.0,40.0," ""/m/07qmpdm"""
CcKeBkOVJIY,30.0,40.0," ""/m/02_41;/m/03m9d0z"""
CcUoNeNvHOc,210.0,220.0," ""/m/02pjr4"""
Cd1rJYW98oM,40.0,50.0," ""/m/07ptzwd;/m/0838f"""
Ce-Xok6SRPU,90.0,100.0," ""/m/01kcd;/m/07c6l"""
CeIiAEQTbhY,0.0,5.0," ""/m/03qc9zr"""
CeW3NLlstf4,170.0,180.0," ""/m/03q5t;/m/05148p4;/m/05r5c"""
CelxGPZvoyw,240.0,250.0," ""/m/032s66;/m/073cg4"""
Cf0nSdfdOmg,90.0,100.0," ""/m/03qjg;/m/085jw"""
Cf7-8eZiFiQ,140.0,150.0," ""/m/07ptfmf;/m/0dxrf"""
CfOK1O8fkOc,0.0,10.0," ""/m/013y1f;/m/03xq_f"""
CgMtYzbXFG4,40.0,50.0," ""/m/07p9k1k;/m/0dxrf"""
CgTc_-A_Gzw,0.0,8.0," ""/m/0l156k"""
CgsIv8K3WUo,20.0,30.0," ""/m/014yck;/t/dd00129"""
ChAIfLwT6gU,80.0,90.0," ""/m/01d380;/m/07k1x;/m/0_ksk"""
Chgxg1R5kLQ,0.0,5.0," ""/m/07ryjzk"""
CiH1YkbIq-o,140.0,150.0," ""/m/03q5_w"""
CiJ4riLLlzQ,50.0,60.0," ""/m/07plct2"""
CiRAB4NDESc,30.0,40.0," ""/m/07rgt08;/m/0ytgt"""
CiU-JeJFwyc,50.0,60.0," ""/m/014yck;/m/02l6bg;/m/07yv9"""
Cilm0WNRdCo,5.0,15.0," ""/m/01lsmm"""
CjMNRR1qCA4,30.0,40.0," ""/m/02rhddq;/m/07yv9"""
CjaX3aiDNWA,450.0,460.0," ""/m/01jt3m;/m/0838f"""
CjvsP_c0NfU,260.0,270.0," ""/m/07r_80w;/m/09d5_"""
Ck-1kRnHqro,10.0,20.0," ""/m/026t6;/m/02hnl;/m/02k_mr;/m/03t3fj;/m/0bm02;/m/0l14md"""
CkYgI1cyaTg,480.0,490.0," ""/m/0dv5r"""
Cl-pZtaY3Q0,20.0,30.0," ""/m/0145m"""
Cl64_nI7A14,120.0,130.0," ""/m/02_41;/m/03m9d0z;/t/dd00092"""
Cm5c1_MjF48,160.0,170.0," ""/m/02p3nc"""
Cm89PM3pc4w,330.0,340.0," ""/m/01bjv;/m/07qv_d5;/m/07yv9;/t/dd00128"""
CmTBVTlArrI,30.0,40.0," ""/m/01h82_;/m/02mk9;/m/07yv9"""
Cma2xvxfXlQ,370.0,380.0," ""/m/03cczk"""
Cma3MABaHsw,190.0,200.0," ""/m/01swy6"""
CnLzWqG3tEk,30.0,40.0," ""/m/03k3r;/m/07q5rw0;/m/07rv9rh;/m/0jbk"""
CnYRUm0HPaI,120.0,130.0," ""/m/02cz_7"""
CnYUEif7qF8,140.0,150.0," ""/m/01y3hg;/m/02mk9;/m/07yv9"""
CnYWJp2bknU,50.0,60.0," ""/m/02x984l;/m/07r04;/m/07yv9"""
CneVBi4y1Cw,30.0,40.0," ""/t/dd00067"""
CnrBnj6hEaM,50.0,60.0," ""/m/01x3z;/m/07qjznl"""
CoKZ3cdGDBs,90.0,100.0," ""/m/032s66;/m/073cg4"""
CoeQHqATUFE,5.0,15.0," ""/m/07plct2"""
CpBPzmIPIQE,0.0,10.0," ""/m/02dgv;/m/0642b4;/m/07rjzl8;/m/0c1dj"""
CpQF96UpBMw,90.0,100.0," ""/m/03fwl;/m/0ch8v;/m/0jbk"""
CphodUaGuuQ,30.0,40.0," ""/m/01m4t"""
Cpvskfe75FM,30.0,40.0," ""/m/019jd;/m/02rlv9"""
Cqfsp6kf3DQ,30.0,40.0," ""/m/081rb"""
CqtknE729Lw,310.0,320.0," ""/m/03m5k;/m/0d8_n"""
CrkxrgTiVyk,30.0,40.0," ""/m/013y1f;/m/01s0ps;/m/03xq_f;/m/05148p4;/m/05r5c"""
CsJSiF6F5dU,260.0,270.0," ""/m/01g90h"""
CsxWEdtk3LA,70.0,80.0," ""/m/0jtg0"""
Ct4iyhslGRs,320.0,330.0," ""/m/05w3f"""
Cu2yEJvMGWQ,30.0,40.0," ""/m/07pczhz;/m/083vt"""
Cu4k3cerF0w,110.0,120.0," ""/m/07ptfmf"""
Cu7uy6m4rw0,90.0,100.0," ""/m/07rknqz;/m/07yv9;/m/0k4j;/m/0ltv"""
Cuk14vLOcmo,0.0,10.0," ""/m/04wptg"""
Cv3ioWgt7v8,320.0,330.0," ""/m/018w8"""
Cv94R4JPywI,30.0,40.0," ""/m/07pjwq1;/m/07s34ls"""
CvHu8TxyXXQ,30.0,40.0," ""/m/012n7d;/m/03j1ly;/m/03kmc9"""
CwImmV7q1MY,30.0,40.0," ""/m/03qjg;/m/085jw"""
CwMiVU5kAIM,29.0,39.0," ""/m/07pn_8q"""
CwOooX2g7nk,430.0,440.0," ""/m/07qc9xj"""
Cwf2_jLSkSE,0.0,10.0," ""/m/016622"""
CwloYI0mpvs,30.0,40.0," ""/m/07pdhp0;/m/07s12q4"""
Cwt3ChZeJT0,30.0,40.0," ""/m/014zdl"""
CxNgd-mdl1A,30.0,40.0," ""/m/01yrx;/m/02yds9;/m/068hy;/m/0jbk"""
CxRRlAYZfvI,50.0,60.0," ""/m/06xkwv;/m/07rcgpl"""
CxTFgimfNfA,30.0,40.0," ""/m/01kcd;/m/0319l"""
CxgVq6eovRU,70.0,80.0," ""/m/026t6;/m/02hnl;/m/02k_mr;/m/03t3fj;/m/06rvn;/m/0bm02;/m/0l14md"""
CybogaTGlV4,30.0,40.0," ""/m/03dnzn;/m/0838f"""
Cz7jNYAys-8,40.0,50.0," ""/m/01jwx6;/m/07pb8fc;/m/07r04;/m/07yv9"""
CzVKYr7Q44I,280.0,290.0," ""/m/0dxrf"""
CzXulSbFWPU,160.0,170.0," ""/m/025rv6n;/m/07qn5dc;/m/07st89h;/m/09b5t"""
Czce7Qreg0k,90.0,100.0," ""/m/03dnzn;/m/0838f"""
Czmb6tEwFE8,0.0,5.0," ""/m/03qc9zr"""
D-DtghKWcs8,320.0,330.0," ""/m/02pjr4"""
D-ncgNqkSRU,220.0,230.0," ""/m/01jt3m;/m/0838f"""
D-xsptV1bVg,50.0,60.0," ""/m/0dls3"""
D05sefx0n2U,10.0,20.0," ""/m/0lyf6"""
D0MtSXYS1kY,120.0,130.0," ""/m/012n7d;/m/03j1ly;/m/03kmc9;/m/04qvtq"""
D0jb5qpJFag,0.0,10.0," ""/m/018vs"""
D1cBJyZNkns,50.0,60.0," ""/m/07phxs1;/m/07rv4dm"""
D1d6mD8vNlU,30.0,40.0," ""/m/02pjr4"""
D1hgHUMsBQQ,20.0,30.0," ""/m/02mk9;/m/03p19w;/m/07yv9"""
D276yT0LMKw,26.0,36.0," ""/m/01sm1g;/m/0l14md"""
D3f5VIJYR7M,20.0,30.0," ""/m/01kcd;/m/06ncr"""
D3q_stCeCA8,30.0,40.0," ""/m/01sm1g;/m/0l14md"""
D3yaxXHPG2g,0.0,10.0," ""/m/0242l;/m/07phxs1"""
D4D3ufzamfw,10.0,20.0," ""/m/0fqfqc"""
D56L_oxA4r8,30.0,40.0," ""/m/07qcx4z;/t/dd00125"""
D5Cl9gew41g,30.0,40.0," ""/m/07s34ls"""
D5bKWR8nr4Y,400.0,410.0," ""/m/02g901"""
D6LoUxicWDU,30.0,40.0," ""/m/07pl1bw;/m/07plct2;/m/083vt"""
D7-J_A8zf2k,370.0,380.0," ""/m/02_41;/m/03m9d0z;/t/dd00092"""
D7FY91p70mA,0.0,8.0," ""/m/03vt0;/m/09f96;/m/0h2mp"""
D7L09gHVrow,80.0,90.0," ""/m/07p9k1k;/m/07ptfmf;/m/0dxrf"""
D7RPMA2sxA0,20.0,30.0," ""/m/07rbp7_"""
D7WIcFJ1Ye4,30.0,40.0," ""/m/015p6;/m/020bb7;/m/07r_25d;/m/0h0rv"""
D8UVrqlv0BM,370.0,380.0," ""/m/03l9g"""
D8tPjS55ujU,30.0,40.0," ""/m/07pl1bw;/m/083vt"""
D9893od03Sc,0.0,10.0," ""/m/0155w;/m/015lz1"""
D99-noYPOUM,50.0,60.0," ""/m/03qtwd;/m/04gy_2"""
D9HNFEb9mX0,30.0,40.0," ""/m/01j4z9"""
DAU7ImBNu0g,50.0,60.0," ""/m/068hy;/m/0bt9lr;/m/0jbk;/t/dd00136"""
DBGoQrJIBHI,30.0,40.0," ""/m/03wvsk"""
DBp853aSoHw,160.0,170.0," ""/m/019jd;/m/056ks2"""
DBuNJS5Dqj8,80.0,90.0," ""/m/06hps"""
DCYHk102Vmo,30.0,40.0," ""/m/07q7njn"""
DCtGwbr2_yg,130.0,140.0," ""/m/03p19w"""
DD_y5WCr9CA,19.0,29.0," ""/m/07q6cd_"""
DDc7-oya1Qg,80.0,90.0," ""/m/01jt3m;/m/0838f"""
DDiPb9JNITM,30.0,40.0," ""/m/0195fx;/m/01g50p;/m/06d_3"""
DDvaqEQStCY,10.0,20.0," ""/m/02_nn;/m/0c1dj"""
DDxHVy-Ipao,0.0,10.0," ""/m/01h82_;/m/03p19w"""
DEBKRavuTfM,10.0,20.0," ""/m/0l15bq"""
DFLDW-560HQ,30.0,40.0," ""/m/03w41f"""
DFPu83ggTlM,160.0,170.0," ""/m/05w3f"""
DFrhMfr0tAU,0.0,10.0," ""/m/07qh7jl;/t/dd00077"""
DG75NdcVMzU,30.0,40.0," ""/m/01b82r;/m/07pdjhy;/m/083vt"""
DGh8c6zhEyU,270.0,280.0," ""/m/07pqc89"""
DHHxfs_kQ1c,70.0,80.0," ""/m/03wvsk"""
DHUBFtxya14,30.0,40.0," ""/m/07rqsjt"""
DHrQJwiFgZM,30.0,40.0," ""/m/07pn_8q"""
DI5D-OIViEA,0.0,10.0," ""/m/05zc1;/t/dd00077"""
DIKFIlcXlB4,30.0,40.0," ""/m/0j2kx"""
DITadeFq088,0.0,7.0," ""/m/07pp_mv"""
DIc3zDgrbZg,50.0,60.0," ""/m/01z5f;/m/068hy;/m/0bt9lr;/m/0jbk"""
DIfiHkUAgWc,9.0,19.0," ""/m/07qn4z3"""
DIyBFLCpYFk,20.0,30.0," ""/m/01xq0k1;/m/07rpkh9;/m/0ch8v"""
DJIC_rEi7mo,120.0,130.0," ""/m/0dl5d"""
DJzTKZw6ytg,0.0,10.0," ""/m/07rqsjt"""
DKFz6eMHLfI,30.0,40.0," ""/m/012n7d;/m/03j1ly;/m/03kmc9;/m/03qjg;/m/085jw"""
DLDZrtwyY_Y,30.0,40.0," ""/m/01kcd;/m/0319l"""
DLQKrdxysgc,230.0,240.0," ""/m/02bm9n;/m/05zc1;/m/0l7xg;/t/dd00077"""
DM9rqK0Xj44,30.0,40.0," ""/m/07rbp7_"""
DMaYYIZL8YE,0.0,10.0," ""/m/0130jx;/m/02jz0l;/m/0838f"""
DMgNDCvrP4I,130.0,140.0," ""/m/05_wcq"""
DNEOfQXiBgw,30.0,40.0," ""/m/0939n_"""
DOtBB70Jgu4,60.0,70.0," ""/m/03wwcy;/m/05tny_;/m/068hy;/m/0bt9lr;/m/0jbk"""
DP0ZCe7cIa0,40.0,50.0," ""/m/0195fx;/m/01g50p;/m/06d_3;/m/07jdr;/m/07rwm0c"""
DPModTuJA_M,21.0,31.0," ""/m/07yv9;/m/0btp2;/m/0k4j"""
DPW5M1FYxu4,490.0,500.0," ""/m/05pd6"""
DPZzzJrgzqo,220.0,230.0," ""/m/03l9g"""
DPv42TS7EY8,3.0,13.0," ""/m/025_jnm"""
DPxl8K8I7zw,180.0,190.0," ""/m/015lz1;/m/0k65p"""
DQ-uU0ueEBA,11.0,21.0," ""/m/07q0yl5"""
DQIFH5ZIBhs,410.0,420.0," ""/m/02p01q;/m/07pdjhy"""
DQiKj51pxHk,240.0,250.0," ""/m/0130jx;/m/0838f"""
DQrdOgRb-oA,10.0,20.0," ""/m/0l14t7"""
DQsIqraI1zk,40.0,50.0," ""/m/0261r1"""
DR2X6ypIYnY,1.0,11.0," ""/m/01jwx6"""
DRGpwij9No8,11.0,21.0," ""/m/07qwyj0"""
DRfjAfjPnIo,240.0,250.0," ""/m/07hvw1"""
DSP-Iu56n5Y,27.0,37.0," ""/m/07rv9rh"""
DSa3YoTNoZA,0.0,10.0," ""/m/0k65p;/m/0l15bq;/m/0ytgt"""
DTieJvYa-sA,19.0,29.0," ""/m/015p6;/m/01rd7k;/m/020bb7;/m/025rv6n;/m/07svc2k"""
DTs5xUIK_Tw,30.0,40.0," ""/m/0llzx"""
DU3Vlaa8rU0,290.0,300.0," ""/m/013y1f;/m/03gvt;/m/05148p4;/m/05r5c"""
DUKD-JZ-Ols,70.0,80.0," ""/m/026fgl;/m/0f8s22"""
DUsgjCMYyxQ,30.0,40.0," ""/m/068hy;/m/07r_k2n;/m/0bt9lr;/m/0jbk;/t/dd00136"""
DUvF0NeTxPs,30.0,40.0," ""/m/032s66;/m/0_1c"""
DV5mynb77JM,10.0,20.0," ""/m/01glhc;/m/0342h;/m/04szw;/m/0fx80y"""
DVEuOBxAyFM,20.0,30.0," ""/m/015p6;/m/020bb7;/m/06hps;/m/07pggtn"""
DW7KmFeBnVc,240.0,250.0," ""/m/0642b4"""
DWfG2EoJ3TE,0.0,10.0," ""/m/068zj;/m/0ch8v;/m/0jbk"""
DX05CfULHGA,23.0,33.0," ""/m/03kmc9;/m/0dgbq"""
DXNmuc_ZXHA,230.0,240.0," ""/m/07r4gkf"""
DXUmi-gSRww,10.0,20.0," ""/m/01b_21;/m/068hy;/m/0bt9lr;/m/0jbk"""
DXZkRpXG1vU,11.0,21.0," ""/m/01jg02;/m/07p_0gm;/m/07rcgpl"""
DXd83S6NHLg,80.0,90.0," ""/m/0l14t7"""
DXi8C1TvuG8,120.0,130.0," ""/m/015lz1;/m/018j2;/m/04rzd;/m/0gg8l"""
DY7y8djvmcs,20.0,30.0," ""/m/07s12q4"""
DYBJLwQFM5I,30.0,40.0," ""/m/01bns_;/m/0d8_n"""
DYEQ8sM7wYI,20.0,30.0," ""/m/07sq110;/t/dd00001;/t/dd00125"""
DZMjLzl3OkA,210.0,220.0," ""/m/0fd3y"""
DZcd3Esg2z8,110.0,120.0," ""/m/03vt0;/m/09f96;/m/0h2mp"""
DZm40S4I2Ms,30.0,40.0," ""/m/07swgks"""
D_usHKfOXCw,40.0,50.0," ""/m/01sm1g;/m/0l14md"""
D_zlJGQz0Eg,30.0,40.0," ""/m/03kmc9;/m/06hck5;/m/06wzb;/m/0dgbq"""
DaD0gvQnqyo,80.0,90.0," ""/m/015p6;/m/020bb7;/m/07pggtn"""
Dai4HuI98oA,40.0,50.0," ""/m/019jd;/m/02rlv9;/m/07ptzwd;/m/0838f"""
DbUJsbGLJUo,230.0,240.0," ""/m/01d380;/m/07k1x;/m/0_ksk"""
DbYWiXxzSSM,170.0,180.0," ""/m/027m70_"""
DdDW5lelkRI,260.0,270.0," ""/m/01qbl;/m/03qtq"""
DdSgYm2ZwAw,530.0,540.0," ""/m/06hck5;/m/06wzb;/m/07rjwbb"""
DeCH63ZLRCQ,10.0,20.0," ""/m/01d380;/m/07k1x;/m/0_ksk"""
DeO_vuhMM9o,11.0,21.0," ""/m/07rbp7_"""
DegfC2mWReU,460.0,470.0," ""/m/0195fx;/m/01g50p;/m/06d_3;/m/07jdr;/m/07rwm0c"""
DgWIUfxm2Iw,310.0,320.0," ""/m/03wvsk"""
